Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
ipk ra ono nek ra bahasa inggris jurus bahasa neng sma jurus favorit iso bahasa inggris modal golek gawean milih tki singapura berangkat gelar pulang bicara bahasa ingg,0,0,0,0,0,0,0,0,0,0,0,0
allahu akbar ane bangga haru suara rakyat suara tuhan salah berkah tuhan bk soehartobjh yg hormat dunia prestasi dunia,0,0,0,0,0,0,0,0,0,0,0,0
allah swt batas dungu biadab aku batas negasi,1,1,0,1,1,0,0,0,0,0,1,0
back serasa asing gue v,0,0,0,0,0,0,0,0,0,0,0,0
tangkap jenderal banci kayak prabowo bodoh,1,1,1,0,0,0,0,1,0,0,0,1
klo cebong garang pakai logikaklo faktasi djarot sial,1,1,1,0,0,0,0,0,1,1,0,0
senjata mati bom nuklirntapi mulut nnastaghfirullah,0,0,0,0,0,0,0,0,0,0,0,0
umat islam ri satu sikap tindak utk kalah proxy asing menang perang asymetric konspirasi global cukong by chirpstory,0,0,0,0,0,0,0,0,0,0,0,0
sarap emang,1,1,1,0,0,0,1,0,0,1,0,0
jam lembur ngentotnn,0,1,0,0,0,0,0,0,0,0,0,0
yg otak ahokdjarot tumpul loyo stress jebol copot ganti,1,1,0,1,0,0,0,0,1,0,1,0
kampret kasar bandit nkri orang cina usir rakyat indonesia biar tau,1,1,0,1,0,1,0,0,0,0,1,0
impi impi indonesia kuat juang,0,0,0,0,0,0,0,0,0,0,0,0
jadi pagi dbogor dagang kaos ganti presidentpi sayang trtarik dagang ramekrn sepi sih dagang beres dagang amp pulang beres beres ramai ramai pngunjung masyarakat waras amp ce,0,0,0,0,0,0,0,0,0,0,0,0
antusiasme ukur kontol mas iper ngewe gw,0,1,0,0,0,0,0,0,0,0,0,0
syiah yahudi,0,0,0,0,0,0,0,0,0,0,0,0
edan triliun,0,1,0,0,0,0,0,0,0,0,0,0
mari jaga satu adu domba bpk maruf amin ulama mari hormat beliau,0,0,0,0,0,0,0,0,0,0,0,0
cek dna pki kali maksud,0,0,0,0,0,0,0,0,0,0,0,0
sinting gede volume dengar tau pas putar marah,0,1,0,0,0,0,0,0,0,0,0,0
partai sih almarhum mental ideologi catat kaki kelompok tiada koremkodimkoramil zona merah catat rapi koremkodimkoramil ryamizard ryacudu,0,0,0,0,0,0,0,0,0,0,0,0
puasa larang keluar kasar gtanjing setan bangsat kampang bedul,0,1,0,0,0,0,0,0,0,0,0,0
insyaallah presiden pro rakyat cinta rakyat rakyat aseng,0,0,0,0,0,0,0,0,0,0,0,0
trus hubung nya putus mk presiden kuasa republik pisah eksekutif legislatif yudikatif tiga diri,0,0,0,0,0,0,0,0,0,0,0,0
kecebong antek komunis,1,1,0,1,0,1,0,0,0,0,1,0
by design by rekayasa politik jegal rezim jokowi penting politik ekonomi pengpeng asing ganggu,0,0,0,0,0,0,0,0,0,0,0,0
lucu ya hina polisi hina pas polisi polisi situ mana letak wibawa polisi politicid kapolri,1,0,0,1,0,0,0,0,1,0,1,0
ayo cepat revolusi lengser jokowi negeri azab alloh swt tegak hukum presiden batas,1,0,1,0,0,0,0,0,1,0,0,1
hmm ganti presiden lanjut,0,0,0,0,0,0,0,0,0,0,0,0
islam milik kriteria pilih pimpin pimpin masjid pilih pimpin non muslim,1,0,0,1,1,0,0,0,0,0,1,0
rezim kaum anut tolol,1,1,0,1,0,0,0,0,1,0,1,0
mqm bani rukn or sabiq rehnuma saleem shehzad london mei douraneilaj intiqal kar gaye woh cancer aarze mein mubtila thy,0,0,0,0,0,0,0,0,0,0,0,0
kayak cabang cabang nuada nu kristen nu buddha nu syiah hearthstone global games nu zionis,0,0,0,0,0,0,0,0,0,0,0,0
badan gede keker laku kunyuk,0,1,0,0,0,0,0,0,0,0,0,0
muhammad quran manusia bejad,1,1,0,1,1,0,0,0,0,0,1,0
ih pintar gembel nih anak,0,1,0,0,0,0,0,0,0,0,0,0
dua sipit,0,0,0,0,0,0,0,0,0,0,0,0
banci kalengnkaleng kosong nyaring suara,1,1,1,0,0,0,0,1,0,1,0,0
pasang calon gubernur wakil gubernur pilih debat buka pilgub jateng malam,0,0,0,0,0,0,0,0,0,0,0,0
eh titit kaya gin,0,1,0,0,0,0,0,0,0,0,0,0
ngentot yuk mba,0,1,0,0,0,0,0,0,0,0,0,0
lu tolol bingung,1,1,1,0,0,0,0,0,1,1,0,0
hoi gay banci situ kafir ya ngerti islam orang hijrah hijab wajib saudara iman tutup lalu negatif dasar kaum laknatullah alaih,1,1,1,0,1,0,0,1,0,1,0,0
prabowo subianto aktor tni jabat pangkostrad hasil kudeta,1,0,1,0,0,0,0,0,1,1,0,0
anjir gue banget zonk,0,1,0,0,0,0,0,0,0,0,0,0
jokowi indonesia masuk negara ekonomi kuat dunia,0,0,0,0,0,0,0,0,0,0,0,0
raya kartini istana bogor,0,0,0,0,0,0,0,0,0,0,0,0
kepada km serakah sepele km kerja harga hasil kerja kerja butuh ide teliti terampil semu,0,0,0,0,0,0,0,0,0,0,0,0
tengah riah sambut pilih presiden pilkada ayo lupa seruput minum kopi indonesia minum kopi duduk obrol bicara negeri raya minumkopiindonesia,0,0,0,0,0,0,0,0,0,0,0,0
hah rezim aneh perintah jokowi mesti,1,0,1,0,0,0,0,0,1,1,0,0
jembatan tuban ambruk resmi presiden soeharto,0,0,0,0,0,0,0,0,0,0,0,0
cinta buta budek tau suara motor suara mobil mobil sport mt,0,0,0,0,0,0,0,0,0,0,0,0
jokowi rangkap menteri pu skrg rangkap juru bicara presiden,0,0,0,0,0,0,0,0,0,0,0,0
kutuk banget pokok niat jahat,0,1,0,0,0,0,0,0,0,0,0,0
ya demo bawa ria lengser jokowi istana blokir jokowi,1,0,1,0,0,0,0,0,1,0,0,1
alas tolak perpu watak otoriter perintah jokowi berangus bebas ekspres bertentagan nilainilai demokrasi,1,0,1,0,0,0,0,0,1,1,0,0
bukti rezim anti ulama umat islam,1,0,1,0,1,0,0,0,0,1,0,0
masyaallahdemi langsung legasi islam pas umno lupa beda politik parah nih lgbt tular teruknjakimnpasnumnonn,0,0,0,0,0,0,0,0,0,0,0,0
ane tau spiderman agama katholik batman kristen monorit,0,0,0,0,0,0,0,0,0,0,0,0
perkloter hari kadang kloter tahlil pas malam aja ngasi budaya ya miris,0,0,0,0,0,0,0,0,0,0,0,0
buat lgbt dosa tuduh orang buat dosa salah orang maksiat pribadi allah dosa larang agama tp maksiat buka bantah p,0,0,0,0,0,0,0,0,0,0,0,0
tau gue sih indo barat kalo gue orang aku ateis ateisme politik sok far liability aset,0,0,0,0,0,0,0,0,0,0,0,0
dgn ketua persis kh aceng zakaria bandung karno ajar diri persis a hasan guru natsir ,0,0,0,0,0,0,0,0,0,0,0,0
retweeted tenda abang becak sita polisi tulis,1,0,1,0,0,0,0,0,1,1,0,0
sayang nblom ganti pakde jokowinojo edan lo jon rsj bak wisan,0,1,0,0,0,0,0,0,0,0,0,0
sampah,1,1,1,0,0,0,0,0,1,1,0,0
si roki garong bodoh orang utan dongok sebut kitab suci agama anggap kitab suci fiksi pikir,1,1,1,0,0,0,0,0,1,1,0,0
viral gt kota bekas raih kota sehat swasti saba wiwerda kota terap budaya,0,0,0,0,0,0,0,0,0,0,0,0
ganti rezim gantipreisden jgn pilih paslon usung pdip pilkada juni,1,0,0,1,0,0,0,0,1,0,0,1
aamiin yra insyaallah,1,0,1,0,0,0,0,0,1,1,0,0
masyarakat butuh dpr beban rakyat negara,1,0,0,1,0,0,0,0,1,0,1,0
memek basah enak banget masuk pakai jari licin,0,1,0,0,0,0,0,0,0,0,0,0
terang jokowi diktator,1,0,1,0,0,0,0,0,1,1,0,0
incumbent wapresnya takut dibackstab cak imin romi ngoahahah ahli cebong tukang tipu cebong gitu goblok ketulungan plonga plongo akibat optimisme,1,1,0,1,0,0,0,0,1,0,1,0
titit nya bocah,0,1,0,0,0,0,0,0,0,0,0,0
sadar maksud gagas pimpin tahu pimpin tidur tuju hasil tol infrastruktur presiden pimpin indonesia nkri masyarakat leader jokowi satukanindonesia,0,0,0,0,0,0,0,0,0,0,0,0
skj jokowi,1,0,1,0,0,0,0,0,1,1,0,0
cewek x cowok kapel panggil daddybaby terima ya cowok x cowok pakai daddybaby an jijik bangzat,1,1,0,1,0,0,0,1,0,0,1,0
benar otoriter label pulangpulang tinggal nama tuh,1,0,1,0,0,0,0,0,1,1,0,0
wasit picek,1,1,1,0,0,0,1,0,0,1,0,0
bahagia jakarta ahok layak gubernur jakarta,1,0,1,0,0,0,0,0,1,1,0,0
ayo alex udik gumam rutuk sendirinnia tulis atmosfer planet tinggal manusia,0,1,0,0,0,0,0,0,0,0,0,0
cebong otak hina ulama indonesia non muslim ajar,1,1,0,1,1,0,0,0,0,0,1,0
rrc surat pemberitahuan tahun anut hukum kewarganegaraan azas ius sanguinisnnshg orang turun tionghoa china anggap wn perspektif rrc klaim akan sakit perkosa bunuh wn rrc,0,0,0,0,0,0,0,0,0,0,0,0
pimpin ya kayak gin sok sok bacot doang belaga bego plonga plongo,1,1,1,0,0,0,0,0,1,1,0,0
kampret markson gue sampe kasur,0,1,0,0,0,0,0,0,0,0,0,0
dody jabat asisten gubernur kepala departemen bijak ekonomi dan,0,0,0,0,0,0,0,0,0,0,0,0
bau bangke,0,1,0,0,0,0,0,0,0,0,0,0
presiden otoriter,1,0,1,0,0,0,0,0,1,1,0,0
data negaragara komunis sebut rezim komunis nyawa rakyat gratis,1,0,1,0,0,1,0,0,0,1,0,0
pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah nntomohoninternationalflowerfestival,0,0,0,0,0,0,0,0,0,0,0,0
panggil cebong nntapi curut cenong,1,1,1,0,0,0,0,0,1,1,0,0
prediksi sydney kamis maret kelinci ayam monyetnunsur air logam tanahntutup result,0,0,0,0,0,0,0,0,0,0,0,0
calon wakil gubernur khofifah emil dardak sosok cerdas pintar khofifahemiljatimsatu,0,0,0,0,0,0,0,0,0,0,0,0
karna lapor polisi anies sandi batal lantik tipu sarah cean narkoba,1,0,1,0,0,0,0,0,1,1,0,0
nope banci berani lawan norma norma masyarakat so the lowest human being ya sih manusia kacrut,1,1,1,0,0,0,0,1,0,1,0,0
allah swt oceh tiada bagi lindung tolong allah tolong,1,1,0,1,1,0,0,0,0,0,1,0
paksa sih,0,0,0,0,0,0,0,0,0,0,0,0
ejek islam ajar islam salah islam islam,1,0,0,1,1,0,0,0,0,0,1,0
langkah kapolres madiun pilkada kondusif aman kondisi,0,0,0,0,0,0,0,0,0,0,0,0
foto selfie foto badan dll foto baju buka beware orang sinting jaga,0,1,0,0,0,0,0,0,0,0,0,0
bacot banget bgst,1,1,1,0,0,0,0,0,1,1,0,0
dukung gubernur mulut kotor suka bawa bawa isu sara maki kesana kemari resmi tambak hubung ikan ciri orang cerdas,1,0,1,0,0,0,0,0,1,1,0,0
banget bego nya empok silvy and agus debatfinalpilkadajkt,1,1,1,0,0,0,0,0,1,1,0,0
si bodoh sok ulama paham agama aja aji lepot,1,1,1,0,0,0,0,0,1,1,0,0
gaya banget kampang gue tendang gak,1,1,1,0,0,0,0,0,1,1,0,0
isis islam islam isis hidup tinggal islam stop salat aji,1,0,0,1,1,0,0,0,0,0,1,0
dungu akut woii pesan berita trf diinput manual bongmakanya norak norak bgt kolam sik,1,1,1,0,0,0,0,0,1,1,0,0
gue hina agama hahah otak model cebong kafir ngeles mulu nyata nyata hina hina islam sok maki agama orang bawa bawa data otak goblok cebong kafir banyak makan tai ah,1,1,1,0,1,0,0,0,0,1,0,0
aku presiden indonesia bela jajah cina,1,0,1,0,0,0,0,0,1,1,0,0
gak kirim hina bikin jatuh cinta nyadar semsem hina,0,0,0,0,0,0,0,0,0,0,0,0
worry lessnya susah ngid minum kayak onta tuuuu minum air infused water,0,0,0,0,0,0,0,0,0,0,0,0
beritaislam rizal ramli pasca gubernur dki jakarta sejuk tenang,0,0,0,0,0,0,0,0,0,0,0,0
gue sih ya bilang sombong aja gue gue sombong kayak ejek sombong kayak setan,0,1,0,0,0,0,0,0,0,0,0,0
mentil nete susu emut,0,0,0,0,0,0,0,0,0,0,0,0
nama andi taufan tiro status pidana korupsi dukung aniessandi,1,0,1,0,0,0,0,0,1,1,0,0
oi sat budek ya lo,1,1,1,0,0,0,1,0,0,1,0,0
sadis postingan victor bodoh jasmev kecebong kecebong istana jongos cina jamur polisi,1,1,0,1,0,1,0,0,0,0,1,0
sempat presiden negara ekonomi kuat perkara mudah tantang uji hadap penuh yakin optimisme jokowiajakmasyarakatoptimistis,0,0,0,0,0,0,0,0,0,0,0,0
iklan ahok jahat terorist nyata indonesia wahabi onta babi babi milik cina tebar teror sungguh,1,1,0,1,0,1,0,0,0,0,1,0
ky tdk fungsi makan gaji buta habis apbn hakim nakal rajalela bubar,1,0,0,1,0,0,0,0,1,0,0,1
brengsek lihat gantengcantiknya orang skrg jelekjelek sok laku miris,0,0,0,0,0,0,0,0,0,0,0,0
cebong sunat nih p ustadjng layan p ustad,1,1,0,1,0,0,0,0,1,0,1,0
salut pelihara bodoh gagal rejim gagal bikin cerdas,1,1,1,0,0,0,0,0,1,1,0,0
gebu bego,1,1,1,0,0,0,0,0,1,1,0,0
main ah wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
sia boloho gue bilang islam istri nurut filosofi bahasa gue lu kristen gue islam dah masuk komen yakin gue,0,0,0,0,0,0,0,0,0,0,0,0
yayasan kampus bangun dasar asas agama katolik kristen terima murid agama hehe,0,0,0,0,0,0,0,0,0,0,0,0
mandi gue buaya jaga mandi,0,0,0,0,0,0,0,0,0,0,0,0
sby isu pki cari jokowi simpatisan pki sempat emas,1,0,1,0,0,1,0,0,0,1,0,0
ketok goblok e bencong malang,0,1,0,0,0,0,0,0,0,0,0,0
yes nilai essay pilih gubernur dekai beres,0,0,0,0,0,0,0,0,0,0,0,0
jenggot bajing,1,1,1,0,0,0,0,0,1,1,0,0
hoax bani cebong,1,1,0,1,0,0,0,0,1,0,1,0
umat katolik simak banget informasi amp ajar tulisantulisan mas tsb bagi wa saudarah saudara amp teman teman non muslimnnterima,0,0,0,0,0,0,0,0,0,0,0,0
ribut tai,1,1,1,0,0,0,0,0,1,1,0,0
islam nusantara aku undangundang blum agama islam kristen katolik kristen protestan budha hindu tionghoa aku,0,0,0,0,0,0,0,0,0,0,0,0
makhluk parasit muncullo hina ekor belatung ontabangsat lo,1,1,1,0,0,0,0,0,1,1,0,0
kabar freeport alas peristiwa bawa bangsa rejim,0,0,0,0,0,0,0,0,0,0,0,0
ntah tuju sih kunyuk pakai foto amp nama gw wtf,1,1,1,0,0,0,0,0,1,1,0,0
ikut kaji kalkulus balik bahasa israel kuno,0,0,0,0,0,0,0,0,0,0,0,0
alhamdulillah gue tinggal kompleks warga bodoh amat kumpul nge gosip komplek rumah gue sepi banget please,0,0,0,0,0,0,0,0,0,0,0,0
kenapaa asik etapi gantung budaya sih wkwk,0,0,0,0,0,0,0,0,0,0,0,0
lemak tepu transfer cacat kekal bye,1,1,1,0,0,0,1,0,0,1,0,0
mendung untung sari hati,0,0,0,0,0,0,0,0,0,0,0,0
direksi pertamina rombak esdm premium langka,0,0,0,0,0,0,0,0,0,0,0,0
gw netral deh gue erti dukung presiden gue gue ya pimpin negeri sah ya pakde jkw nsiapapun hina amp fitnah pimpin gue pakde jkw,0,0,0,0,0,0,0,0,0,0,0,0
tausaya autis,0,0,0,0,0,0,0,0,0,0,0,0
diemdiem bae rupiah nyungsep dolar tembus rp aja sebenernya gue senang langsung tembus ribu biar cepat lengser nih rezim kodok,1,1,1,0,0,0,0,0,1,1,0,0
doa murah rezeki ulama anjur baca kali lepas solat selamat amal,0,0,0,0,0,0,0,0,0,0,0,0
yg pakai pantat loe hahaa pantat teriak pantat nrocky gerung profesor laku indonesia tong yg percaya kaum kampret gembel warung internet otak pantat hahaa,1,1,0,1,0,0,0,0,1,0,1,0
banci mahal langgan keren keren,0,1,0,0,0,0,0,0,0,0,0,0
culun,1,1,1,0,0,0,0,0,1,1,0,0
hormat hindu makan daging hormat islam makan babi,0,0,0,0,0,0,0,0,0,0,0,0
iya sih vivin tai dasar pelakorngaku alexa alda rico bajing neraka,1,1,1,0,0,0,0,0,1,1,0,0
jam kampang ya ganteng banget ihh,0,1,0,0,0,0,0,0,0,0,0,0
gapapa goblok pinter,0,0,0,0,0,0,0,0,0,0,0,0
sipit sih kayak lilyana gempar antero,0,0,0,0,0,0,0,0,0,0,0,0
min internet kacau murah jelek gpp hitung lumayan min internet kacrut,1,1,0,1,0,0,0,0,1,0,1,0
pikir busuk bunuh korban bunuh tentara polisi masarakat bunuh separatis picek kah mata,1,1,1,0,0,0,1,0,0,1,0,0
gue stres uji nasional alim bejad,0,0,0,0,0,0,0,0,0,0,0,0
lo bejat bangsat brengsek,1,1,1,0,0,0,0,0,1,1,0,0
maju anjing,1,1,1,0,0,0,0,0,1,1,0,0
khusus pilih skrg harap calon presiden situasi kondisi amat genting bicara nurani parpol insya allah rubah kem,0,0,0,0,0,0,0,0,0,0,0,0
solusi,1,0,1,0,0,0,0,0,1,1,0,0
nih benar admin akun resmi coba kasih training ekonomi biar tweet admin goblok pengaruh citra partai,1,1,0,1,0,0,0,0,1,0,1,0
bangsat bajing diciduknmampuss,1,1,1,0,0,0,0,0,1,1,0,0
alquran kitab sampah aroma darah air mani tifatul,1,1,0,1,1,0,0,1,0,0,1,0
objektif aku peluang anies presiden banding wakil presiden duet prabowonnkita aku prabowo lemah aman serang fitnah susup gembos pengkhianatannnprabowo,1,0,1,0,0,0,0,0,1,1,0,0
,1,0,1,0,0,0,0,0,1,1,0,0
posisi mantap iya coli kontol gay,0,1,0,0,0,0,0,0,0,0,0,0
menang jokowi kaum sumbu pendek kejang kejang,1,1,0,1,0,0,0,0,1,0,1,0
musyawarat wakil inti musyawarah mufakat gotong royong kuat nasional progresif revolusioner poros nasakom cirindominasi presidennterbatasnya peran partai politiknberkembang,0,0,0,0,0,0,0,0,0,0,0,0
cagub lampung pihak tani,0,0,0,0,0,0,0,0,0,0,0,0
najis musuh gara gara majalah gaul,0,1,0,0,0,0,0,0,0,0,0,0
gubernur presiden,0,0,0,0,0,0,0,0,0,0,0,0
presiden jokowi penuh butuh rakyat presiden penuh butuh rakyat,0,0,0,0,0,0,0,0,0,0,0,0
ulama kiyayi ustadz guru aji imam khatib fan dai bangsat tukang tipu,1,1,0,1,1,0,0,0,0,0,1,0
kalo uang knp bantu perintah n knp beli saham freeport nkalianlah yg antek asing asing anti indonesia,1,0,0,1,0,0,0,0,1,0,1,0
ab suka tibatiba bicara kasar susah kontrol emosi,0,0,0,0,0,0,0,0,0,0,0,0
azan tv layak tonton seru sembah nyembah allah swt dungu biadab acara islam layak tonton tipu,1,1,0,1,1,0,0,0,0,0,1,0
profesi cocok ayamnnpecun,0,1,0,0,0,0,0,0,0,0,0,0
cengeng lu tai,1,1,1,0,0,0,0,0,1,1,0,0
bodoh gila pi baca tweet tweet sial,1,1,1,0,0,0,1,0,0,1,0,0
dukung jokowi klo pribumi jongos cina penghianat bangsa komunis,1,1,0,1,0,1,0,0,0,0,1,0
tuju bubar kpk angkat ketua badan berantas korupsi,1,0,0,1,0,0,0,0,1,0,0,1
tawur budaya bangsa indonesia,0,0,0,0,0,0,0,0,0,0,0,0
sylvi beloon debatfinalpilkadajkt,1,1,1,0,0,0,0,0,1,1,0,0
halah bacot anti asing impor cina wkwk jilat pantat,1,1,1,0,0,0,0,0,1,1,0,0
jaga gf nih jaga kebun kena tengok tk tengok takut sodok dek babi you know,0,1,0,0,0,0,0,0,0,0,0,0
nkecuali kontra jokowi baliho membunuhnkentutnya keciumampnyenggol hidung cebong piral bulan penuh,1,1,1,0,0,0,0,0,1,1,0,0
benar sinting orang huf,1,1,1,0,0,0,1,0,0,1,0,0
bahas kucing jilat titit gembira banget dasar mesum,0,1,0,0,0,0,0,0,0,0,0,0
oi goblok gue ngakak,0,1,0,0,0,0,0,0,0,0,0,0
lawangsewu landmark kota semarang kenal turis lokal asing,0,0,0,0,0,0,0,0,0,0,0,0
rezim anti islam gak dipungkiri,1,0,1,0,1,0,0,0,0,1,0,0
bodoh tegak tai manusia nih,1,1,1,0,0,0,0,0,1,1,0,0
ulah pasu nasi kotak hmm,0,0,0,0,0,0,0,0,0,0,0,0
fadli zon bab king maker tutup  fajar ,0,0,0,0,0,0,0,0,0,0,0,0
lt pusing sih vinci code antek antek the red sparrow asik gt,0,0,0,0,0,0,0,0,0,0,0,0
serah perang cupu,1,1,1,0,0,0,0,0,1,1,0,0
wanita tulen pasti suka buka yt tren yt transgender tau wkwk,0,0,0,0,0,0,0,0,0,0,0,0
hem ciduk luh bangsad,1,1,1,0,0,0,0,0,1,1,0,0
ucap dengar bikin indonesia maju,1,0,1,0,0,0,0,0,1,1,0,0
enak bom,0,0,0,0,0,0,0,0,0,0,0,0
eh bencong fitnah fitnah ya,1,1,1,0,0,0,0,1,0,1,0,0
liat onta nama langsung serbu wisata wisata gratis hhhh,0,0,0,0,0,0,0,0,0,0,0,0
goblok,1,1,1,0,0,0,0,0,1,1,0,0
nusantara kebun sawit kelola lahan asing freefort newmont indosat saham saham milik asing,0,0,0,0,0,0,0,0,0,0,0,0
usir duta myanmar indonesia tanah air negeri haram untuk saudara umat budha,1,0,0,1,1,1,0,0,0,0,0,1
putra daerah mana siliwangi ganti ondel ondel serius,1,0,1,0,0,0,0,0,1,1,0,0
jelang pilkada perhati gubernur kalteng,0,0,0,0,0,0,0,0,0,0,0,0
kacung kacung tampak bela majikan cina keparat proses hukumkacung cari muka,1,1,0,1,0,1,0,0,0,0,1,0
iya diselidiknjarang sengaja follow akun tuyul alas,0,1,0,0,0,0,0,0,0,0,0,0
guru privat jakut tk sd smp sma un simak ui sbmptn matematika fisika kimia biologi akuntansi ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
pribumi kristen dukung ahok anti manusia manusia bodoh goblok steven hadisurya sulistyo,1,1,1,0,0,0,0,0,1,1,0,0
renjun cina sih,0,0,0,0,0,0,0,0,0,0,0,0
klo anggap enakharam kafir fix,1,0,1,0,0,0,0,0,1,1,0,0
selenggara pamer adiwastra nusantara bukti hadir giat produk budaya kreasi indonesia terima konsisten upaya angkat,0,0,0,0,0,0,0,0,0,0,0,0
goreng zonyg naik nilai prabowo apa hajar sajatabrak,1,0,1,0,0,0,0,0,1,1,0,0
momentum baca dukung kiai ulama lampung panglima santri senin april jokowicakimin poskojoin,0,0,0,0,0,0,0,0,0,0,0,0
panwaslu garut terima puluh adu langgar pilkada,0,0,0,0,0,0,0,0,0,0,0,0
sih geblek hari hjshshshhshh,0,1,0,0,0,0,0,0,0,0,0,0
pemimpinkafir ulama berani hardik rakyat tolakpemimpinkafir stopkriminalisasiulama,1,0,1,0,1,0,0,0,0,1,0,0
fiksi fakta realita fiktif apa istilah narasi indonesia benar alquran benar tantang allah tiru surat ajak ahli iman,0,0,0,0,0,0,0,0,0,0,0,0
panggil gue bodohienwoojinprk panggil gue bodohnparjin panggil gue autis gue,0,1,0,0,0,0,0,0,0,0,0,0
mahasiswa zaman old susah payah turun rezim soeharto mahasiswa zaman now usaha paid promosi,0,0,0,0,0,0,0,0,0,0,0,0
sih fair soeharto soekarno sala dengar orang puja soekarno dengar pki soeharto dengar golkar,0,0,0,0,0,0,0,0,0,0,0,0
gengsi munafik misi nya gengsi bilang paksa ahok jarot,0,0,0,0,0,0,0,0,0,0,0,0
suruh sistem aman algoritma hati rena hati susah tembus,0,0,0,0,0,0,0,0,0,0,0,0
senja lantar rindunsendu bisu njejaku kikis ombak biar bekas candu susah hapus rindu rindu batas jingga,0,0,0,0,0,0,0,0,0,0,0,0
rencana terbit pergub pemprov tegas rumah dp rupiah jual,0,0,0,0,0,0,0,0,0,0,0,0
langsung main twitter sih bani bokep kemaren hobi kritik presiden kerja coli tonton bokep ya om miris,1,1,1,0,0,0,0,1,0,1,0,0
kpr pns anggota tnipolri potong gaji bulan,0,0,0,0,0,0,0,0,0,0,0,0
iya tuna cacat bilang kasar pilih teman tuli,0,0,0,0,0,0,0,0,0,0,0,0
autis gigi gingsul pwj,0,1,0,0,0,0,0,0,0,0,0,0
temen tim kejar kill musuh mampus tower tim gundul,0,1,0,0,0,0,0,0,0,0,0,0
      benar usung kacau kalah batil sistematis organisir mari bangun jawa taj yasin maimoen calon wakil gubernur jawa,0,0,0,0,0,0,0,0,0,0,0,0
jilatin memek,0,1,0,0,0,0,0,0,0,0,0,0
retweet ngadis medan kulumngemut kontol enak pacarnnhorny memek colmek colokmemek jembut memekbecek,0,1,0,0,0,0,0,0,0,0,0,0
umat islam ri satu sikap tindak utk kalah proxy asing menang perang asymetric konspirasi global cukong by chirpstory,0,0,0,0,0,0,0,0,0,0,0,0
haha geblek duit ginting salah beli produk kek,0,1,0,0,0,0,0,0,0,0,0,0
jokowi presiden muslim kalang pinggir,0,0,0,0,0,0,0,0,0,0,0,0
program studi baru unp didik tari didik agama islam teknik sipil teknik mesin statistika teknologi penginderaan awat,0,0,0,0,0,0,0,0,0,0,0,0
bbeuhbeda kelas,0,0,0,0,0,0,0,0,0,0,0,0
kreasi kreatif botol plastik bekas  iva hardiana sinopsis bukugpu,0,0,0,0,0,0,0,0,0,0,0,0
antek antek asing bela polisi asing hidup polri maju,0,0,0,0,0,0,0,0,0,0,0,0
gw baca bajing coba,0,1,0,0,0,0,0,0,0,0,0,0
apa tuhan senang sikap benci kafir ikut tafsir apapunnkekufuran orang iman abai akal sehat pilih,0,0,0,0,0,0,0,0,0,0,0,0
cabe cabe nya bbmn facrbookn politik tau doi tau nya berita berita sampah citra,1,1,1,0,0,0,0,0,1,1,0,0
wapresnya prabowo stabil indonesia sikut nyinyir dsb prabowo layak wakil tahan tahan indonesia beliau jokowi prabowo lindung antek,0,0,0,0,0,0,0,0,0,0,0,0
spoiler running man haha menang wkwk kacrut,0,1,0,0,0,0,0,0,0,0,0,0
lol kak same pasang poster situ kristen stewart cantik banget hahaha,0,0,0,0,0,0,0,0,0,0,0,0
haaaaaa iya ya kibul pakai asing asing,0,0,0,0,0,0,0,0,0,0,0,0
suu kyi antek komunis sindir suu kyi duterte menang nobel damai,1,0,1,0,0,1,0,0,0,1,0,0
wkwkwkwkwkkw geblek ih kzl,0,1,0,0,0,0,0,0,0,0,0,0
tau responnya apanndia maju muka banget berani atap mata,0,0,0,0,0,0,0,0,0,0,0,0
besok prabowo calon presiden teriakteriak didik percaya ya sekolah bakar bangun,1,0,1,0,0,0,0,0,1,1,0,0
presiden generasi muda pmii zaman now berita lengkap,0,0,0,0,0,0,0,0,0,0,0,0
smp bom,0,0,0,0,0,0,0,0,0,0,0,0
saracen acara asma dewi rawan aniessandi,1,0,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
perhati genting yg mulia presiden ri menteri tenaga kerja ri cc,0,0,0,0,0,0,0,0,0,0,0,0
agama islam hidup enak cina hidup gelimang harta,1,0,0,1,1,1,0,0,0,0,1,0
korupsi e kartu tanda duduk jaman sby tengku,1,0,1,0,0,0,0,0,1,1,0,0
noob sok,0,0,0,0,0,0,0,0,0,0,0,0
bu sus anggap kafilah aja yg bu sus sasar bawa asa belai pukat troll bantu nelayan asing curi ikan bebas mau kali ya,0,0,0,0,0,0,0,0,0,0,0,0
menteri agama bongkar caracara islam dungu biadab umat,1,1,0,1,1,0,0,0,0,0,1,0
tulah kening yahudi mesti ramai orang benci u,1,0,1,0,1,0,0,0,0,1,0,0
rezim tukang klaimdisebarkan media buzzer olah kerja jkwpd tanda tangan,1,0,1,0,0,0,0,0,1,1,0,0
muslim lihat posting benci tulis maju bangsa,0,0,0,0,0,0,0,0,0,0,0,0
